Player,Team,Minutes,CD,Captures,Grabs,Hold,Drops,Pops,Returns,Tags,Prevent,Pups,Pups Available,Block,Button,Support,Hold Against,K/D,Pup %,Score %,NDPops,NRTags,KF,Hold/Grab,Prevent/Return,Prevent/Hold Against,Long Holds,Flaccids,Handoffs,Good Handoffs,Captures off Handoffs,Quick Returns,Key Returns,Returns in Base,Flaccid %,Chain %,QR %,RIB %,matchId,mapName
Matt,Red,8.0,-2,0,3,6,3,7,17,23,85,3,14,58,0,22,316,3.29,21.43,0.0,4,6,0,2.0,5.0,0.27,0,1,1,1,1,1,1,3,33.33,100.0,5.88,17.65,3950433,Moon Base 2024
vinny,Blue,8.0,2,1,11,105,10,14,13,14,28,1,14,89,0,34,294,1.0,7.14,9.09,4,1,0,9.55,2.15,0.1,2,1,0,0,0,1,0,5,9.09,0.0,7.69,38.46,3950433,Moon Base 2024
fronk,Red,7.8,-2,0,15,115,15,16,6,7,23,3,14,98,5,39,316,0.44,21.43,0.0,1,1,0,7.67,3.83,0.07,0,4,2,0,0,4,0,5,26.67,0.0,66.67,83.33,3950433,Moon Base 2024
kojiro,Red,8.0,-2,2,15,98,13,16,3,7,14,3,14,103,5,41,316,0.44,21.43,13.33,3,4,0,6.53,4.67,0.04,0,3,2,1,0,3,0,6,20.0,50.0,100.0,200.0,3950433,Moon Base 2024
Toidi,Blue,8.0,-2,0,6,28,6,9,12,12,125,1,14,62,0,24,169,1.33,7.14,0.0,3,0,0,4.67,10.42,0.74,0,3,2,0,0,3,0,2,50.0,0.0,25.0,16.67,3950436,Audacity 2
HELEN KELLER,Blue,8.0,-2,2,12,115,10,11,0,5,30,3,14,65,0,26,169,0.45,21.43,16.67,1,5,0,9.58,0.0,0.18,1,3,1,0,0,3,0,4,25.0,0.0,0.0,0.0,3950436,Audacity 2
karma,Red,8.0,2,2,12,52,10,13,12,12,39,0,14,73,0,28,230,0.92,0.0,16.67,3,0,0,4.33,3.25,0.17,0,4,3,1,1,4,1,4,33.33,33.33,33.33,33.33,3950436,Audacity 2
snakes,Red,8.0,2,1,14,60,12,15,8,11,43,1,14,87,0,34,230,0.73,7.14,7.14,3,3,1,4.29,5.38,0.19,1,6,1,1,0,6,0,7,42.86,100.0,75.0,87.5,3950436,Audacity 2
Sugar,Red,8.0,2,0,3,9,3,6,11,12,114,3,14,50,0,20,230,2.0,21.43,0.0,3,1,0,3.0,10.36,0.5,0,1,1,1,0,1,0,1,33.33,100.0,9.09,9.09,3950436,Audacity 2
LogisticMap,Blue,8.0,-2,0,7,41,7,8,11,14,131,2,14,92,0,36,169,1.75,14.29,0.0,1,3,0,5.86,11.91,0.78,0,2,1,1,1,2,0,2,28.57,100.0,18.18,18.18,3950436,Audacity 2
Jarek,Red,8.0,2,1,6,48,5,6,2,2,79,1,14,81,0,32,230,0.33,7.14,16.67,1,0,0,8.0,39.5,0.34,1,3,0,0,0,3,0,3,50.0,0.0,150.0,150.0,3950436,Audacity 2
Fap,Blue,8.0,-2,0,13,46,12,13,7,7,64,3,14,96,0,38,169,0.54,21.43,0.0,1,0,1,3.54,9.14,0.38,0,5,2,0,0,5,0,5,38.46,0.0,71.43,71.43,3950436,Audacity 2
DaBall 07,Red,8.0,-1,0,9,67,9,9,10,10,34,0,14,75,0,30,311,1.11,0.0,0.0,0,0,0,7.44,3.4,0.11,1,3,2,0,0,3,2,3,33.33,0.0,30.0,30.0,3950437,Audacity 2
Howard,Blue,8.0,1,0,9,47,9,9,17,17,52,0,14,72,0,28,284,1.89,0.0,0.0,0,0,0,5.22,3.06,0.18,0,3,0,0,0,3,3,5,33.33,0.0,17.65,29.41,3950437,Audacity 2
P-d0g,Blue,8.0,1,1,9,34,8,10,15,17,84,4,14,75,0,30,284,1.7,28.57,11.11,2,2,0,3.78,5.6,0.3,0,6,1,0,0,6,0,5,66.67,0.0,40.0,33.33,3950437,Audacity 2
Bow Down,Red,8.0,-1,1,14,85,13,14,4,7,15,4,14,94,0,36,311,0.5,28.57,7.14,1,3,0,6.07,3.75,0.05,1,5,3,1,0,5,0,5,35.71,33.33,125.0,125.0,3950437,Audacity 2
fronk,Blue,8.0,1,0,8,88,8,10,11,11,56,0,14,88,0,34,284,1.1,0.0,0.0,2,0,0,11.0,5.09,0.2,2,3,2,1,0,3,0,3,37.5,50.0,27.27,27.27,3950437,Audacity 2
kwib,Red,8.0,-1,1,10,52,9,10,15,15,69,2,14,70,0,28,311,1.5,14.29,10.0,1,0,0,5.2,4.6,0.22,0,3,1,1,0,3,0,2,30.0,100.0,20.0,13.33,3950437,Audacity 2
kojiro,Blue,8.0,1,3,12,142,9,10,1,1,5,2,14,84,0,32,284,0.1,14.29,25.0,1,0,0,11.83,5.0,0.02,2,2,0,0,0,2,0,2,16.67,0.0,200.0,200.0,3950437,Audacity 2
metalhead,Red,8.0,-1,1,14,80,13,14,4,4,67,2,14,85,0,34,311,0.29,14.29,7.14,1,0,0,5.71,16.75,0.22,0,4,1,0,0,4,0,6,28.57,0.0,100.0,150.0,3950437,Audacity 2
Toidi,Blue,7.7,-5,0,9,30,9,12,8,15,92,3,14,57,10,24,202,1.25,21.43,0.0,3,7,0,3.33,11.5,0.46,0,5,2,1,0,5,0,4,55.56,50.0,62.5,50.0,3950440,Centenaria
karma,Red,7.7,5,2,15,76,13,16,12,13,61,3,14,108,15,45,169,0.81,21.43,13.33,3,1,0,5.07,5.08,0.36,0,6,3,1,1,6,1,7,40.0,33.33,50.0,58.33,3950440,Centenaria
broseph,Red,7.7,5,1,7,39,6,9,12,13,122,3,14,90,5,37,169,1.44,21.43,14.29,3,1,0,5.57,10.17,0.72,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,3950440,Centenaria
HELEN KELLER,Blue,7.7,-5,0,17,92,17,17,6,9,22,1,14,101,10,42,202,0.53,7.14,0.0,0,3,0,5.41,3.67,0.11,0,4,2,1,0,4,0,7,23.53,50.0,66.67,116.67,3950440,Centenaria
Jarek,Red,7.7,5,1,13,50,12,13,4,4,18,0,14,90,10,38,169,0.31,0.0,7.69,1,0,0,3.85,4.5,0.11,0,3,2,1,0,3,1,3,23.08,50.0,75.0,75.0,3950440,Centenaria
Fap,Blue,7.7,-5,0,11,27,11,14,11,11,60,0,14,92,5,37,202,0.79,0.0,0.0,3,0,0,2.45,5.45,0.3,0,6,0,0,0,6,0,7,54.55,0.0,54.55,63.64,3950440,Centenaria
LogisticMap,Blue,7.7,-5,0,10,20,10,12,9,9,83,0,14,87,0,34,202,0.75,0.0,0.0,2,0,0,2.0,9.22,0.41,0,4,3,1,0,4,0,8,40.0,33.33,44.44,88.89,3950440,Centenaria
Sugar,Red,7.7,5,1,5,37,4,7,19,23,150,4,14,41,0,16,169,3.29,28.57,20.0,3,4,0,7.4,7.89,0.89,1,1,0,0,0,1,1,1,20.0,0.0,5.26,5.26,3950440,Centenaria
NUTSNUTSNUTS,Red,8.0,-1,1,11,151,10,12,9,11,14,2,21,60,15,27,332,0.92,9.52,9.09,2,2,0,13.73,1.56,0.04,3,0,0,0,0,0,1,2,0.0,0.0,0.0,22.22,3950441,Pine
Bow Down,Red,8.0,-1,2,10,87,8,9,5,6,0,5,21,60,0,24,332,0.67,23.81,20.0,1,1,0,8.7,0.0,0.0,0,0,1,1,0,0,0,0,0.0,100.0,0.0,0.0,3950441,Pine
P-d0g,Blue,8.0,1,1,9,98,8,9,11,11,42,4,21,35,15,17,349,1.22,19.05,11.11,1,0,0,10.89,3.82,0.12,1,1,1,1,0,1,0,1,11.11,100.0,9.09,9.09,3950441,Pine
icancountto3,Red,0.4,0,0,0,0,0,1,0,0,1,0,21,0,0,0,332,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3950441,Pine
Howard,Blue,8.0,1,2,6,129,4,9,3,4,49,5,21,35,0,14,349,0.44,23.81,33.33,5,1,0,21.5,16.33,0.14,3,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3950441,Pine
kwib,Red,8.0,-1,0,7,111,7,8,8,8,56,1,21,48,35,25,332,1.0,4.76,0.0,1,0,0,15.86,7.0,0.17,3,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3950441,Pine
metalhead,Blue,8.0,1,1,11,105,10,11,10,10,25,4,21,51,20,24,349,0.91,19.05,9.09,1,0,0,9.55,2.5,0.07,2,4,0,0,0,4,2,4,36.36,0.0,40.0,40.0,3950441,Pine
kojiro,Blue,5.8,0,0,0,0,0,0,0,1,0,0,21,0,5,1,349,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3950441,Pine
Sugar,Red,2.6,-3,0,3,7,3,4,5,8,17,1,4,15,0,6,90,2.0,25.0,0.0,1,3,0,2.33,3.4,0.19,0,1,1,0,0,1,0,1,33.33,0.0,20.0,20.0,3950443,Moon Base 2024
HELEN KELLER,Blue,2.6,3,2,5,55,3,3,4,4,9,1,4,29,0,10,91,1.33,25.0,40.0,0,0,0,11.0,2.25,0.1,1,2,0,0,0,2,0,2,40.0,0.0,50.0,50.0,3950443,Moon Base 2024
Gyara,Red,2.0,-1,0,4,11,4,4,1,1,11,0,4,20,0,8,90,0.25,0.0,0.0,0,0,0,2.75,11.0,0.12,0,2,1,1,0,2,0,2,50.0,100.0,200.0,200.0,3950443,Moon Base 2024
broseph,Blue,2.6,3,0,2,12,2,2,4,5,22,2,4,15,5,7,91,2.5,50.0,0.0,0,1,0,6.0,5.5,0.24,0,1,0,0,0,1,0,1,50.0,0.0,25.0,25.0,3950443,Moon Base 2024
karma,Red,2.6,-3,0,6,51,5,5,2,2,5,0,4,35,5,15,90,0.4,0.0,0.0,0,0,1,8.5,2.5,0.06,1,3,3,1,0,3,0,4,50.0,33.33,150.0,200.0,3950443,Moon Base 2024
Toidi,Blue,2.6,3,1,1,7,0,2,7,7,31,0,4,18,0,6,91,3.5,0.0,100.0,2,0,0,7.0,4.43,0.34,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3950443,Moon Base 2024
Fap,Red,2.6,-3,0,5,22,5,5,2,2,0,0,4,55,0,22,90,0.4,0.0,0.0,0,0,0,4.4,0.0,0.0,0,1,1,1,0,1,0,1,20.0,100.0,50.0,50.0,3950443,Moon Base 2024
BallsToYou.,Blue,2.6,3,0,5,16,5,6,2,2,4,0,4,37,5,15,91,0.33,0.0,0.0,1,0,0,3.2,2.0,0.04,0,0,1,0,0,0,2,1,0.0,0.0,0.0,50.0,3950443,Moon Base 2024
waterlemon,Red,7.6,5,1,10,71,9,13,10,10,83,0,14,91,15,39,194,0.77,0.0,10.0,4,0,0,7.1,8.3,0.43,1,2,0,0,0,2,0,2,20.0,0.0,20.0,20.0,3950447,Milano 2
HELEN KELLER,Red,7.6,5,3,11,56,8,12,12,15,32,3,14,86,35,41,194,1.25,21.43,27.27,4,3,0,5.09,2.67,0.16,0,2,0,0,0,2,0,3,18.18,0.0,16.67,25.0,3950447,Milano 2
Toidi,Blue,7.6,-5,0,5,15,5,10,14,15,98,1,14,48,30,24,218,1.5,7.14,0.0,5,1,0,3.0,7.0,0.45,0,1,2,1,0,1,0,1,20.0,50.0,7.14,7.14,3950447,Milano 2
Sugar,Blue,7.6,-5,0,8,67,8,11,9,13,54,1,14,80,20,36,218,1.18,7.14,0.0,3,4,0,8.38,6.0,0.25,1,2,0,0,0,2,0,4,25.0,0.0,22.22,44.44,3950447,Milano 2
tRiP,Blue,7.6,-5,0,9,32,9,10,6,6,40,0,14,55,15,25,218,0.6,0.0,0.0,1,0,0,3.56,6.67,0.18,0,2,0,0,0,2,0,4,22.22,0.0,33.33,66.67,3950447,Milano 2
Fap,Red,7.6,5,0,11,52,11,16,7,8,60,3,14,90,30,42,194,0.5,21.43,0.0,5,1,0,4.73,8.57,0.31,0,4,1,0,0,4,1,7,36.36,0.0,57.14,100.0,3950447,Milano 2
BallsToYou.,Blue,7.6,-5,0,13,80,13,18,6,7,15,3,14,89,10,36,218,0.39,21.43,0.0,5,1,0,6.15,2.5,0.07,1,6,3,1,0,6,0,6,46.15,33.33,100.0,100.0,3950447,Milano 2
o o l e r,Red,7.6,5,1,8,39,7,12,4,8,68,3,14,85,30,40,194,0.67,21.43,12.5,5,4,0,4.88,17.0,0.35,0,2,1,0,0,2,1,3,25.0,0.0,50.0,75.0,3950447,Milano 2
Toidi,Red,0.2,1,0,0,0,0,0,2,2,1,0,0,0,0,0,1,0.0,0.0,0.0,0,0,0,0.0,0.5,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3950449,A Flaccid Type Map
waterlemon,Red,0.2,1,0,1,0,1,1,0,0,0,0,0,5,0,2,1,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,1,1,1,1,1,0,1,100.0,100.0,0.0,0.0,3950449,A Flaccid Type Map
broseph,Blue,0.2,-1,0,0,0,0,0,0,0,1,0,0,0,0,0,6,0.0,0.0,0.0,0,0,0,0.0,0.0,0.17,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3950449,A Flaccid Type Map
HELEN KELLER,Blue,0.2,-1,0,1,1,1,1,0,0,1,0,0,5,0,2,6,0.0,0.0,0.0,0,0,0,1.0,0.0,0.17,0,1,0,0,0,1,0,0,100.0,0.0,0.0,0.0,3950449,A Flaccid Type Map
Fap,Blue,0.2,-1,0,1,0,1,1,1,1,1,0,0,5,0,2,6,1.0,0.0,0.0,0,0,0,0.0,1.0,0.17,0,1,0,0,0,1,0,1,100.0,0.0,100.0,100.0,3950449,A Flaccid Type Map
BallsToYou.,Red,0.2,1,1,1,6,0,0,0,0,1,0,0,4,0,0,1,0.0,0.0,100.0,0,0,0,6.0,0.0,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3950449,A Flaccid Type Map
jerm,Red,0.2,1,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0.0,0.0,0.0,0,0,0,0.0,0.0,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3950449,A Flaccid Type Map
waterlemon,Blue,8.3,1,3,13,80,10,15,8,8,58,0,16,92,0,36,208,0.53,0.0,23.08,5,0,0,6.15,7.25,0.28,1,3,2,0,0,3,0,3,23.08,0.0,37.5,37.5,3950454,Audacity 2
Toidi,Blue,8.3,1,0,4,22,4,5,9,14,121,5,16,30,0,12,208,2.8,31.25,0.0,1,5,0,5.5,13.44,0.58,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,3950454,Audacity 2
snakes,Red,8.3,-1,1,9,65,8,11,7,9,45,1,16,79,0,30,229,0.82,6.25,11.11,3,2,0,7.22,6.43,0.2,0,0,1,0,0,0,1,1,0.0,0.0,0.0,14.29,3950454,Audacity 2
Enervate,Blue,8.3,1,1,14,71,13,14,8,8,25,3,16,105,0,42,208,0.57,18.75,7.14,1,0,0,5.07,3.12,0.12,0,2,3,3,1,2,0,3,14.29,100.0,25.0,37.5,3950454,Audacity 2
HELEN KELLER,Red,8.3,-1,2,10,57,8,10,10,13,42,4,16,61,0,24,229,1.3,25.0,20.0,2,3,0,5.7,4.2,0.18,0,3,2,1,1,3,0,3,30.0,50.0,30.0,30.0,3950454,Audacity 2
jerm,Red,8.3,-1,0,9,29,9,10,10,10,89,2,16,67,0,26,229,1.0,12.5,0.0,1,0,0,3.22,8.9,0.39,0,6,1,0,0,6,0,5,66.67,0.0,60.0,50.0,3950454,Audacity 2
BallsToYou.,Red,8.3,-1,1,11,57,10,15,8,8,34,0,16,65,0,26,229,0.53,0.0,9.09,5,0,0,5.18,4.25,0.15,0,4,1,1,0,4,0,5,36.36,100.0,50.0,62.5,3950454,Audacity 2
Fap,Blue,8.3,1,1,9,56,8,9,10,13,67,1,16,81,0,32,208,1.44,6.25,11.11,1,3,0,6.22,6.7,0.32,0,1,0,0,0,1,2,1,11.11,0.0,10.0,10.0,3950454,Audacity 2
waterlemon,Red,8.4,-1,1,10,63,9,12,17,17,52,1,16,53,0,20,290,1.42,6.25,10.0,3,0,0,6.3,3.06,0.18,1,2,2,1,1,2,1,3,20.0,50.0,11.76,17.65,3950459,Audacity 2
Enervate,Blue,8.4,1,1,12,95,11,14,8,10,20,2,16,75,0,30,261,0.71,12.5,8.33,3,2,0,7.92,2.5,0.08,1,3,2,0,0,3,1,5,25.0,0.0,37.5,62.5,3950459,Audacity 2
snakes,Blue,8.4,1,1,14,82,13,13,10,11,28,3,16,119,0,46,261,0.85,18.75,7.14,0,1,0,5.86,2.8,0.11,0,1,0,0,0,1,1,2,7.14,0.0,10.0,20.0,3950459,Audacity 2
BallsToYou.,Red,8.4,-1,2,13,94,11,12,7,10,24,4,16,78,0,30,290,0.83,25.0,15.38,1,3,0,7.23,3.43,0.08,0,2,0,0,0,2,0,3,15.38,0.0,28.57,42.86,3950459,Audacity 2
Prime,Blue,8.4,1,1,12,68,11,14,11,13,62,3,16,102,0,40,261,0.93,18.75,8.33,3,2,0,5.67,5.64,0.24,0,4,1,1,0,4,0,5,33.33,100.0,36.36,45.45,3950459,Audacity 2
Fap,Red,8.4,-1,0,9,55,9,11,10,10,33,1,16,120,0,48,290,0.91,6.25,0.0,2,0,0,6.11,3.3,0.11,0,2,0,0,0,2,0,3,22.22,0.0,20.0,30.0,3950459,Audacity 2
jerm,Blue,8.4,1,1,8,45,7,10,8,8,71,1,16,72,0,28,261,0.8,6.25,12.5,3,0,0,5.62,8.88,0.27,0,2,0,0,0,2,0,3,25.0,0.0,25.0,37.5,3950459,Audacity 2
o o l e r,Red,8.4,-1,0,10,49,10,13,8,10,71,1,16,77,0,30,290,0.77,6.25,0.0,3,2,0,4.9,8.88,0.24,0,2,1,1,0,2,1,4,20.0,100.0,25.0,50.0,3950459,Audacity 2
DiegoOnMac,Blue,4.4,5,0,4,49,4,4,3,7,27,1,8,40,5,17,180,1.75,12.5,0.0,0,4,0,12.25,9.0,0.15,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3950462,Combine
Howard,Red,4.4,-5,0,4,71,4,6,3,3,14,1,8,40,0,16,197,0.5,12.5,0.0,2,0,0,17.75,4.67,0.07,2,1,0,0,0,1,0,3,25.0,0.0,33.33,100.0,3950462,Combine
pontoon boat,Blue,4.4,5,4,7,79,3,5,3,3,34,0,8,50,0,20,180,0.6,0.0,57.14,2,0,0,11.29,11.33,0.19,2,2,1,1,0,2,0,2,28.57,100.0,66.67,66.67,3950462,Combine
rizzmaster,Red,4.4,-5,0,6,16,6,9,2,3,19,0,8,43,5,17,197,0.33,0.0,0.0,3,1,0,2.67,9.5,0.1,0,5,1,1,0,5,0,3,83.33,100.0,250.0,150.0,3950462,Combine
KungFuKenny,Red,4.4,-5,0,4,12,4,9,4,4,9,0,8,49,5,19,197,0.44,0.0,0.0,5,0,0,3.0,2.25,0.05,0,2,0,0,0,2,0,2,50.0,0.0,50.0,50.0,3950462,Combine
GetPupsDeep,Blue,4.4,5,1,4,57,3,4,4,4,18,0,8,35,10,16,180,1.0,0.0,25.0,1,0,0,14.25,4.5,0.1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,3950462,Combine
Acuraun,Blue,4.4,5,0,1,12,1,1,12,19,43,4,8,54,0,20,180,19.0,50.0,0.0,0,7,0,12.0,3.58,0.24,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,3950462,Combine
Blaatina,Red,4.4,-5,0,8,81,8,10,0,0,2,2,8,58,0,22,197,0.0,25.0,0.0,2,0,0,10.12,0.0,0.01,1,3,0,0,0,3,0,3,37.5,0.0,0.0,0.0,3950462,Combine
Enervate,Red,8.0,4,2,15,109,13,13,12,14,59,0,14,112,5,45,197,1.08,0.0,13.33,0,2,0,7.27,4.92,0.3,1,4,2,1,0,4,1,5,26.67,50.0,33.33,41.67,3950464,Centenaria
DAD.,Blue,8.0,-4,0,12,70,12,13,10,13,69,1,14,117,0,46,275,1.0,7.14,0.0,1,3,0,5.83,6.9,0.25,1,5,2,0,0,5,0,4,41.67,0.0,50.0,40.0,3950464,Centenaria
jerm,Red,8.0,4,1,6,53,5,8,14,14,104,3,14,84,15,35,197,1.75,21.43,16.67,3,0,0,8.83,7.43,0.53,0,2,1,1,0,2,0,1,33.33,100.0,14.29,7.14,3950464,Centenaria
broseph,Blue,8.0,-4,0,8,42,8,9,8,8,66,2,14,83,5,33,275,0.89,14.29,0.0,1,0,0,5.25,8.25,0.24,0,3,1,0,0,3,0,4,37.5,0.0,37.5,50.0,3950464,Centenaria
Fap,Blue,8.0,-4,0,13,38,13,14,9,10,52,0,14,114,0,44,275,0.71,0.0,0.0,1,1,0,2.92,5.78,0.19,0,7,4,2,0,7,0,5,53.85,50.0,77.78,55.56,3950464,Centenaria
